raw,processed,Sentimen
"Jangan download aplikasi ini. Aplikasi jadul. Upgrade ke premium ribet gak connect di dukcapil gak Terima KTP scan digital, KK scan digital. Maunya difotoin SOP jadul, CS jadul. Jangan donwload aplikasi ini",download aplikasi aplikasi jaman dulu upgrade premium ribet connect dukcapil terima ktp scan digital kakak scan digital maunya difoto sop jaman dulu cs jaman dulu donwload aplikasi,-1
"woy, saya beli pulsa 15ribu lewat ovo. pulsa ga masuk ko saldo hilang semua?// ngotak dikit lah",woy beli pulsa ribu lewat ovo pulsa masuk saldo hilang ngotak dikit,-1
"Knph ulasan gua di hpus aplikasi sampah, gua sebarin biar orang2 ngg teripu deng aplikasi tolol seperti ovo ini",knph ulasan hapus aplikasi sampah sebarin orang teripu deng aplikasi tolol ovo,-1
"Payah banget top up 100 ribu yang masuk cuma 99 ribu katanya yang 1000 biaya admin ini namanya pemerasan harusnya biaya top up itu di awal 101 ribu gitu biar ada kesepakatan, ini namanya maling saldo",payah banget top up ribu masuk ribu katanya biaya admin namanya pemerasan biaya top up awal ribu kesepakatan namanya maling saldo,-1
"Akan lebih baik bisa top-up via ATM bersama, ini bs mempermudah pengguna non nasabah bca.  Tambah fitur untuk bisa transfer ke virtual account dan juga transfer ke bank lain.  Tambah fitur isi flash.  Dengan begitu, sakuku akan lebih berkembang dan banyak pengguna.  Selama ini layanan sakuku masih setengah hati. Contohnya: Top-up aja hanya bisa via rekening BCA.",baik top up via atm mempermudah pengguna non nasabah baca tambah fitur untuk transfer virtual account transfer bank tambah fitur isi flash sakuku berkembang pengguna layanan sakuku setengah hati contohnya top up via rekening baca,-1
"kami top up udah seminggu gak masuk2 kok min. kami hubungi dana care, balasan nya selalu antrian penuh. kek mana ini. seperti gak tanggung jawab. mohon di respon dong. terima kasih",top up seminggu masuk min hubungi dana care balasan antrian penuh kayak tanggung jawab respon terima,-1
"Mau transfer ke rekening BCA ga bisa, setelah dimasukan no rekening dan nominal transfer, ga muncul atas nama penerima nya. Selain itu logo bca di pencarian seperti error",transfer rekening baca dimasukan no rekening nominal transfer muncul atas nama penerima logo baca pencarian error,-1
Makin lama makin kesel masa ga tf tf trus apa pngsinya aplikasi. Ini. Klo gitu ga bisa transfer. Woyyy bis di perbaiki ga ini aplikasi.... Saldo saya mebes.,kesal masa tf tf terus pngsinya aplikasi transfer woy bis perbaiki aplikasi saldo mebes,-1
"Aplikasi tak berguna..... Tdk bisa melakukan apa apa di aplikasi ini. Percuma aja download, hanya buang buang kuota saja. Saran saya bagi yg baru mau download, mending jgn download, sblm menyesal krna kuotanya sdh kepotong hanya utk download, tapi ga bisa dipakai sama sekali. Payaaaaaaahhh.....",aplikasi berguna melakukan aplikasi download buang buang kuota saran download lebih baik download seblum menyesal kuotanya kepotong untuk download dipakai payah,-1
Tingkat lagi utk kerjasama agar lebih memudahkan pembayaran ke berbagai pelayanan...cth pembayaran oksigen tv...biar lbih mudah jg terkontrol...makasih🙏,tingkat untuk kerjasama memudahkan pembayaran berbagai pelayanan cth pembayaran oksigen tv mudah terkontrol terima kasih,-1
"Aplikasinya semakin hari semakin nggam bagus mau log in uda verivikasih eh malah keluar lagi. Disuruh masukan nomer lagi.kalau nggak niat buat akun mending gak usa buat akun, memang uangya nggak seberapa tapi ngumpulin dari snack video yang harus sabar tpi giliran uda di tf ke DANA malah nggam bisa log in, itu aku nyari tambahan buat kebutuhan anakku,tolong perbaiki sekarang juga.",aplikasinya nggam bagus log verivikasih eh keluar disuruh masukan nomer niat akun lebih baik usah akun uangya ngumpulin snack video sabar giliran tf dana nggam log mencari tambahan kebutuhan anakku perbaiki,-1
Aplikasi dana tidak bisa terbuka setelah update. mencoba menghapus dan di download kembali tapu setelah verifikasi berhasil ehh kembali ke awal disuruh masukan nomor telepon berulang-ulang kali. Gitu aja terus smpe Raisa Folkow instagram ku. Kecewa,aplikasi dana terbuka update mencoba menghapus download kembali tapu verifikasi berhasil eh kembali awal disuruh masukan nomor telepon berulang ulang kali terus raisa folkow instagram ku kecewa,-1
"saya pengguna sakuku Baru ketika saya belanja ke indomart ternyata ketika mau pakai sakuku tidak bisa melayani padahal di indomart sudah ada fasilitas EDC dan pasti bisa dipakai bayar apakah sakuku cuma bisa dipakai di tempat yang telah diajak kerjasama,? bukankah di mesin EDC dimanapun bisa dipakai,?",pengguna sakuku belanja indomaternyata pakai sakuku melayani indomasudah fasilitas edc dipakai bayar sakuku dipakai tempat diajak kerjasama mesin edc dimanapun dipakai,-1
"Jujur, CS nya buat naik pitan.. pengen mengaktifkan krn sdh lama g aktif, tanya berbelit"" kyk saya bukan pemilik aja, nomor yg dipake telp ya nomor yg didaftarkan, nama ya sdh benar kq masih tanya yg lain"".. SUNGGUH MENJENGKELKAN",jujur cs naik pitan mengaktifkan aktif tanya berbelit kayak pemilik nomor dipakai telepon nomor didaftarkan nama benar tanya sungguh menjengkelkan,-1
"apl burik , gabisa di andelin , saya mau tf ke sesama ovo maupun bank susah nya minta ampun gagal terus ,eror kaga signal bagus . ini ovo bagus ga sih apl nya nyesel saya download nya , mau di hapus masih ada saldo di tarik selalu gagal kan pigoblogen",apl burik tidak bisa andelin tf ovo bank susah meminta ampun gagal terus eror signal bagus ovo bagus apl menyesal download hapus saldo tarik gagal pigoblogen,-1
Sebelum di update bagus aplikasinya tapi setelah di update ko malah gak bisa di buka aplikasinya. Cuma mentog dilogo terus balik lagi. Tolong untuk di perbaiki aplikasinya,update bagus aplikasinya update aplikasinya mentog dilogo terus balik untuk perbaiki aplikasinya,-1
Hallo saya baru pemakai dana dompet maaf baru saya kasih bintang 1...karna komentarnya luar biasa banget serem nih .....coba deh diperbaiki lagi semuanya hingga yg tadinya namamu sudah baik jadi lebih baik..bukan makin buruk dan juga sediakan fasilitas keluhan melalui telpon jangan email aja belum tentu semua pengguna bisa menghunakan email.....itu aja saran saya kalau tidak mau ditinggalkan pemakai jasa anda....tzx.....,halo pemakai dana dompet maaf bintang komentarnya luar banget seram coba deh diperbaiki namamu baik jadi baik buruk sediakan fasilitas keluhan telpon email pengguna menghunakan email saran ditinggalkan pemakai jasa tzx,-1
Untuk pengembalian dana yang gagal transfer lumayan cepat hanya butuh 1 hari semoga lebih baik lagi untuk kedepannya,untuk pengembalian dana gagal transfer lumayan cepat butuh semoga baik untuk kedepannya,-1
beli pulsa transfer uang cepat hitungan detik mudah2n bgus trus ga ada gngguan performa bgus lbih di tingkatkan lagi,beli pulsa transfer uang cepat hitungan detik mudah bagus terus gngguan performa bagus tingkatkan,1
"Sya kasih bintang 5 nih, ngasih bintang juga enggak sebelumnya Tiba2 nelpon""kenapa bpknya kasih bintang 3 terhadap aplikasi ini"" Sya aja baru kasih bintang nih Note : semoga lebih baik lagi pelayanannya, semoga anda sadar",bintang memberikan bintang tiba nelpon bapaknya bintang aplikasi bintang note semoga baik pelayanannya semoga sadar,1
parahhh...berat banget loadingnya...mau upraged ke premium gk bisa...mau beli pulsa gk bisa...tolong di perbaiki klo kya gini terus pindah ke yang lain dah,parah berat banget loadingnya upraged premium gak beli pulsa gak perbaiki kaya terus pindah,-1
"Saya pengguna lama dan sudah upgrade ovo premier, saat top up bisa , kenapa transfer ga bs? Padahal lg genting""nya nih, ada"" aja, udah nyoba sign out trs sign in lg tetep ga bs.. Tolong segera diperbaiki..",pengguna upgrade ovo premier top up transfer genting mencoba sign out terus sign tetap diperbaiki,-1
Kenapa gabisa tf ke bank astaga dlu enak apknya tu sekarang kok kaya gini.. Ada apa? Padahal. Sudah ovo premier. Dari dlu dan enak gtu tf kemana aja ini kok gabsa.. Mengecewakan,tidak bisa tf bank astaga enak apknya kayak ovo premier enak gitu tf kemana gabsa mengecewakan,-1
Saya mendownload link aja karna saya menggunakan untuk menghubungkan e-Wallet saya diakun prakerja. Yg katanya bagus n cpt pencairan dana. Tp saya sdh download sdh daftar dr tgl 14maret. N dana ditransfer tgl 15maret 2021 sampai sekarang dana insentif prakerjaku blm jg masuk n ditransfer. Padahal sdh saya upgrade...saya kecewa karna memakan waktu lama n tdk seperti yg saya bayangkan.,mendownload link menggunakan untuk menghubungkan wallet diakun prakerja katanya bagus cepat pencairan dana download daftar tanggal maret dana ditransfer tanggal maret dana insentif prakerjaku masuk ditransfer upgrade kecewa memakan waktu bayangkan,-1
Aplikasi apaan ini.. mau login aja susah harus isi data lagi.. mana datanya lupa lagi krena dah daftar lama... kenapa ga login pakai otp aja si... akhirnya saldo saya raib ratusan ribu... terimakasih sakuku,aplikasi login susah isi data datanya lupa daftar login pakai otp saldo raib ratusan ribu terimakasih sakuku,-1
"Sudah satu minggu sejak komentar dan penilain pertama, di suruh email ,email di balas sehari hingga dua hari padahal katanya 24 jam, jika aplikasi mengalami masalah mohon konfirmasi lewat ig dan media lainnya, agar kita sebagai pelangan tau, bukan hanya diam saja",satu minggu komentar penilain pertama suruh email email balas sehari dua katanya jam aplikasi mengalami masalah konfirmasi lewat ig media pelangan tahu diam,-1
"Costumer service nya payah, lambat banget pelayananya, uang kepotong hitungan detik, di responnya hitungan hari, sampai detik ini orderan saya belum di berikan, hanya di kasih alasan tidak memuaskan",costumer service payah lambat banget pelayananya uang kepotong hitungan detik responnya hitungan detik orderan berikan alasan memuaskan,-1
Sangat membantu sekali saya jualan jadi lebih mudah pakai dompet digital.. Bisnis jadi makin mudah.. Semoga untuk yang kedepan nya lebih baik lagi Dan lebih di permudah Kendala nya cuma sering dilay pas mau beli pulsa atau masuk dana bisnis harus menunggu dulu agak lama Semoga update yang kedepan nya bisa di perbaiki 😁😘,membantu jualan jadi mudah pakai dompet digital bisnis jadi mudah semoga untuk kedepan baik permudah kendala dilay pas beli pulsa masuk dana bisnis menunggu semoga update kedepan perbaiki,1
"sakuku sangat membantu, hanya saja limit lnya terlalu kecil. harapan saya ada tambahan lagi fitur fitur menarik untuk pengalaman yang lebih maksimal",sakuku membantu limit lnya harapan tambahan fitur fitur menarik untuk pengalaman maksimal,1
Beberapa hari lalu saya sudah instal aplikasi dana. Hari ini saya buka aplikasi tapi diminta pin 6 digit. Ada opsi lupa pin dan saya tidak memakai opsi lupa pin. Sebelumnya aku masuk dengan 4 digit kode dikirim melalui sms. Jadi bagaimana ?,instal aplikasi dana aplikasi diminta pin digit opsi lupa pin memakai opsi lupa pin masuk digit kode dikirim sms jadi,-1
Sangat mengecewakan dulu yang sangat mudah dan proses cepat sekarang proses lemot kalau ngadu ke gmail gk ada jwaban hanya cuma suruh nunggu 1×24 jam gitu trus walau sudah 1×24 jam spertinya link aja tidak mengurus kompain customer,mengecewakan mudah proses cepat proses lambat mengadu gmail gak jwaban suruh menunggu jam terus jam link mengurus kompain customer,-1
"Dana Sangat membantu buat bertransaksi, aplikasi keren ITU DULU,,skrng lemot jadi susah buat transaksi apa aja ,,,kurang membantu untuk saat ini,, tlg diperbaiki Aplikasi DANA",dana membantu bertransaksi aplikasi keren lambat jadi susah transaksi kurang membantu untuk diperbaiki aplikasi dana,1
"Ini gimana sih Dana, jaringan lancar, kuota juga masih banyak tapi kok ngelag terus, Pas mau masuk ke Dana juga lama banget prosesnya. Tolong donk di perbaikin!!",dana jaringan lancar kuota ngelag terus pas masuk dana banget prosesnya memperbaiki,-1
"Dana kenapa ko uang saya yg saya kirim ke rekening BCA ko ga terkirim stts nya ""MENUNGGU"" tp dana yg disaldo dh kepotong ya,,itu uangnya kmn?? Krn ga masuk ke rekening yg dtuju sm skli,,yg tadinya 600rb udah jd 550rb?? Tolong drespon ya pihak dana..",dana uang kirim rekening baca terkirim stts menunggu dana disaldo deh kepotong uangnya kemana masuk rekening dtuju ribu jadi ribu drespon pihak dana,-1
"Aplikasi ini sangat membantu. Di daerah saya tukang jual token listrik sangat jauh. Untungnya saya ketemu sama aplikasi Linkaja. Jadi, saya tidak perlu lagi jauh-jauh beli token listrik, tinggal klik aja langsung dapat. Terima kasih Linkaja. Buat kamu yang masih ragu buruan download dan daftar. Biar kamu gak menyesal. Linkaja benar-benar sangat membantu dan tentu saja gratis.",aplikasi membantu daerah tukang jual token listrik jauh untungnya ketemu aplikasi linkaja jadi perlu jauh jauh beli token listrik tinggal klik langsung terima linkaja ragu buruan download daftar menyesal linkaja benar benar membantu gratis,1
"Tadi saya gajian, di kirim ke akun ovo.ku cepet banget, tapi pas mau di tarik ke akun rekening 😂 EROOORRRRRRRRRR",gajian kirim akun ovo ku cepat banget pas tarik akun rekening eror,-1
"Masuk top 5 aplikasi e-wallet paling populer tapi yang paling nggak amanah dan jelas dengan sistem cashbacknya. Nunggu dikomplain dulu, baru diproses, dan masuk. Riwayat dan notifiksi cashback yang masuk ke saldo bonus juga tidak bisa ditelusuri: transaski yang mana, berapa besarannya cashbacknya detailnya, payah aplikasi e-wallet kelas BUMN milik negara begini?! Diketawain sama swasta yang aplikasi e-walletnya lebih prudent dan jelas.",masuk top aplikasi wallet populer amanah jelas sistem cashbacknya menunggu dikomplain diproses masuk riwayat notifiksi cashback masuk saldo bonus ditelusuri transaski besarannya cashbacknya detailnya payah aplikasi wallet kelas bumn milik negara diketawain swasta aplikasi walletnya prudent jelas,-1
"Maaf,saya edit ulasan saya karena saya ingin memgucapkan terimakasih DANA sudah menjadi partmer terbaik dalam setiap transaksi keuangan saya selama ini. Tetap semangat dan teruslah berkembang untuk menjadi yang terbaik.",maaf edit ulasan memgucapkan terimakasih dana menjadi partmer terbaik transaksi keuangan tetap semangat teruslah berkembang untuk menjadi terbaik,-1
"dasar aplikasi T0L0L kalo mau mau ngeluarin akun itu kasih tau dulu lah T0L0L ! sudah tau nomor ovo saya sudah tidak aktif lagi Malah akun saya di keluarin tanpa bilang2 memang aplikasi K0Nt0L duit saya nyangkut 500 rb B4NG54T Lo,Mau ganti nomor malah dipersulit KONT0L!!!! B4Bi",dasar aplikasi mengeluarkan akun tahu tahu nomor ovo aktif akun mengeluarkan bilang aplikasi duit nyangkut ribu ng ganti nomor dipersulit kont bi,-1
"Aplikasi s e _ t n!!!padahal pin nya bener,malah minta verifikasi nomor!! Nomor lama udah gapake,sayang uang didalamnya!! Aplikasi merugikan org!!!",aplikasi pin benar meminta verifikasi nomor nomor enggak pakai sayang uang didalamnya aplikasi merugikan orang,-1
"Ovo sekarang tambah ribet konsumen sdh kena potong 1000,,transfer sesama ovo gagal eror terus,,pokok nya OVO makin hancur nggak usah lah pakek OVO dari pada dana nggak terpakai",ovo tambah ribet konsumen kena potong transfer ovo gagal eror terus pokok ovo hancur perlu pakai ovo dana terpakai,-1
Apk nya sangat bagus sekali tapi kenapa yaa saya isi pulsa tiga kali berturut-turut ko ga nyampe ya dan saldo kepotong biasanya ga seperti itu,aplikasi bagus ya isi pulsa tiga kali berturut turut saldo kepotong,-1
Sakuku. namanya juga saku(kantong)ku(bca) uang hilang lari ke kantong bca bukan tanggung jawab kami hiyahiyahiya,sakuku namanya saku kantong ku baca uang hilang lari kantong baca tanggung jawab hiyahiyahiya,-1
astaga sinyal ovo bapuk. lagnya jangan malem malem dong butuh pulsa nih. lagi pen beli pulsa malah ga bisa jir,astaga sinyal ovo bapuk lagnya malam malam butuh pulsa pengen beli pulsa anjing,-1
"Knpa sekarang aplikasi dana ini.Setiap saya masuk/login selalu ada peringatan ""anda ingin menghubungi custumer server"", Tolong lah kpd yth aplikasi dana segera di perbaiki lagi.Gimana saya mau masuk nya?",aplikasi dana masuk login peringatan menghubungi custumer server yang terhormat aplikasi dana perbaiki masuk,-1
