,tweet,labels
10257,"suasana restoran biasa saja , bukan suasana kafe . tapi makanan nya . ayam bakar dan ayam goreng panas , dengan nasi panas , lalap segar dan sambal pedas . apalagi dimakan saat lapar . top banget . jangan pernah dilewatkan kalau jalan-jalan ke lembang .",1
1366,bersyukur,1
8336,"chuanki di sini enak banget walau mau pesan harus sedikit antri , yang pasti harus cash karena tidak ada edc buat gesek ya . porsi besar harga terjangkau rasa makyus",1
4440,"orang tidak tahu diri , tidak punya otak .",-1
6176,"makanan nya enak . tempat nya santai banget dengan suasana yang nyaman dan didukung dengan situasi bandung yang memang bandung banget , __laugh__ . asik",1
3290,kakak untuk apa colek colek aku ! aku bukan wanita murahan,-1
1611,menyediakan makanan khas sunda yang enak di bandung . tidak jauh dari hotel . walaupun antre karena long weekend tapi akhirnya bisa duduk juga di meja nomor 27 .,1
23077,vaksin ilmu fakta sejarah metodanya china vaksin ranah mencegah penyakit non infeksi alergi kecanduan khawatir vaksin covid,-1
6432,panas,-1
10591,"restoran yang sangat unik dan memiliki citarasa nya sendiri . anda dapat merasakan seperti benar-benar makan di tengah sawah dan pelayanan yang dimiliki oleh restoran ini juga sangat baik dan ramah . terletak di tengah kota bandung , anda akan merasa seperti berada di tempat yang berbeda . sangat direkomendasikan untuk anda yang ingin suasana berbeda .",1
22245,ternyata para pembela kebijakan pak ck tidak mengerti bahasa indonesia mungkin mereka dari planet namex ,-1
17896,senyum dengan senyum boleh hide apa yang kau hadapi apa yang kau rasa apa yang kau pendam dia boleh hide semua n ,-1
6833,tempat nya enak . kalau ingin paella di bandung di sini tempat nya . ada nachos dan buritos juga . chicken buritos nya enak . mencoba juga salmon steak nya tapi kurang oke . saus nya kurang pas juga . selanjutnya ke sini lagi akan coba makan yang lainnya .,1
12789,commitmentetakat kehulu hilir together tapi tak put effort nak kahwin baik tinggalkan je bazir masa ,-1
4513,"jangan karena tak puas dengan kepemimpinan dulu . mantan menteri , mantan parpol di setgab , mantan ormas agama pendukung , dan lain-lain mendadak serang sby . dulu , saat gusdur bertengkar dengan keluarga nya . sby bijak tahu diri . soal syiah , ahmadiyah , hti , fpi , dll. sby maksimal berkerja .",1
5561,"pizza di sini sangat rekomendasi . untuk makanan lainnya standar . tempat sangat nyaman , ada bantal dan selimut . resto ini terdiri dari 2 lantai .",1
3036,"di sini menu nya ayam sama bebek . tidak terlalu istimewa rasanya tapi lumayanlah , tempat nya ramai buat yang ingin suasana santai dan tenang tidak cocok di sini . di sini cocok untuk penyuka pedas karena banyak varian sambal .",1
11869,"sesuai nama nya , konsep resto ini mengenai sarang lebah . dari dekorasi , juga eksterior yang didominasi oleh kaca membuat resto ini berkesan lapang , terang dan nyaman . menu yang di tawarkan kebanyakan makanan barat , rasa makanan nya standard , harga nya cukup tinggi .",1
23836,vaksin salah bentuk intervensi medis memperkuat imunitas masyarakat pandemi terpenting pandemi protokol kesehatan prokes hidup aman,1
947,berantakan,-1
23046,Termasuk membahas tentang LUMPUR LAPINDO tidak ,-1
2840,"sudah indosat bangkrut saja , di tmpt ku saja sinyal tb2 kdg hilang muncul hilang muncul , padahal daerah kota semarang",-1
17382,aku tak cukup laju lagi nak lari daripada masalah ataupun masalah ni terlalu laju kejar aku sampai aku tak cukup tanah utk lari ,-1
5660,"pertama ke sini karena penasaran dengan rekomendasi dari medsos . ya lumayan sih nothing spesial menurut ku , tapi tidak mengecewakan juga kok . di sini banyak banget anak muda yang nongkrong lama , jadi jangan berharap untuk dapat ketenangan makan di sini . hehe . aku sih kurang suka .",-1
6084,pengiriman,1
4879,mana congor nya kaum sumbu pendek fpi suara nya .. ???? anjing mata mu picek koen .,-1
9841,ok mantap juragan barang sudah diterima . tapi sayang jne terlambat nih paket yes datang malah 2 hari,-1
8095,tidak membenci,1
10763,"daripada apbd habis untuk nafsu korupsi cina yaitu pembelian tanah rumah sakit sumber waras yang dibeli dari yayasan cina , mending uang nya buat ganti tanah gubuk liar orang miskin di ciliwung .",-1
18648,ini masukan yang baikemoga pak dan jajarannya sdh sigap dan tanggap melakukannya kita butuh semua elemen bangsa u ,1
7736,ingin kali marah dengan jaringan indosat ini .,-1
7291,"kami sekeluarga mampir di rumah makan pandan wangi . kami pada memesan gurame goreng dan bakar z serta ayam goreng juga . sambal nya enak . makanan lainnya juga okok harga sedang ,",1
21852,diemin aja makin diladenin makin berani mereka,-1
18497,ga minta tp tetep dikasih wkwkwk 2 harapannya jangan ada yang curang baik hack atau nipu upfoll dan seba  ,-1
18896,long shirt stripe comfo basic good condition masih kayak baru warna masih bagus bgt bahan bagus dan adem ges ,1
1398,"restoran menyajikan makanan khas sunda yang enak , terutama gurami terbang nya . banyak menu makanan sunda dapat dinikmati , . untuk rasa tidak mengecewakan . lokasi di pinggir jalan . dekat hotel aston primera . sangat direkomendasikan untuk keluarga .",1
12853,aku suka perempuan yang susah nak dapat tapi tulah susah betul nak dapat ,1
19752,anda fix saingan saya,-1
990,konflik,-1
9297,"selalu senang berkunjung ke congo kafe baik siang dan malam hari . suasana nya sejuk , asri dan modern . selain itu makanan dan minuman yang ditawarkan relatif enak dan murah . walaupun , minggu lalu sepertinya menemukan kenaikan harga dari makanan dan minuman nya , terutama sup buntut bakar . semua kenaikan harga dirasa masih wajar . semoga kualitas dapat terus dipertahankan .",1
22147,curhatan akhi akhi yg kerap meinginternalisasi social anxiety takut kalau stok cewek habis diakuisisi lelaki korea sela ,-1
5649,saya hanya datang kemari untuk bertemu partner bisnis dan saya sendiri sudah kenyang dengan sarapan . akan tetapi tempat ini ternyata malah menggoda untuk menambah . le marly berada di seberang taman mesjid istiqomah dan yang menarik ternyata tempat ini sudah buka sejak pagi untuk tamu-tamu yang ingin bunuh .,1
5896,"ahok itu suka sombong tetapi sepertinya belum pernah melihat gaya poto tangan di pinggang begitu kalau sama orang yang jabatan nya lebih tinggi , tetapi tidak mundur-mundur juga , tetapi tetap hormat . ini . duh .",-1
11951,"lembaga pusat isu bohong nasional , paslon yang sudah diplot , di kemas dengan media mainstream hasil nya tidak sesuai , untuk menyembunyikan kebohongan dengan cara framing dengan istilah bus lonjakan suara . dan lain-lain sebagai justifikasi lembaga survei dan menyembunyikan sponsor",-1
2020,"berlibur pada saat lebaran membuat kami kesusahan mencari hotel , pada akhirnya kami menginap di hyper inn paskal , dan pada saat malam hari kami berjalan kaki dari hotel untuk mencari makan di paskal makanan pasar , tempat nya sangat ramai dan banyak pilihan makanan yang dilengkapi dengan live music",1
12263,aku tak faham betul jenis orang malaysia yang tak reti nak sangkut balik hose tu aku geli bodoh nak pegang ,-1
19193,duh ape gw bilang nih congornya makin over masa kiay ketu mui yg juga raisam pu nu dilecehkan dianggap ,-1
9236,tidak mengagumi,-1
16861,mungkin aku sensitif sama komen orang salah satunya karena itu tadi bukan core aku trus tadi pagi ada temen yg ny ,-1
6017,ternyata otak nya fh sangat tidak berkualitas . perlu belajar lagi supaya nyinyir nya lebih bermutu .,-1
4919,serasa makan di zaman dulu suasana khas belanda . makan siang yang menyenangkan . serasa menjadi raja pelayanan yang ramah bagus pelayanan braga permai,1
17669,raja arabaudialman bin abdulaziz menelepon saya berbelasungkawa atas bencana gempa bumi dan tsunami diulawesi tengah sek ,-1
12675,aku mau ngutuk rizkiko boleh ga ,-1
10727,sudah cukup saya kecewa dengan pelayanan hotel ini,-1
453,"tidak mengerti nih kubu jokowi makin lama kok ideologi pikiran nya tidak sesuai ya ? dari membenci syariah kekhalifahan , mendukung budaya syirik , mendukung pembakaran bendera brkalimt tauhid , tidak jadi saya pilih jokowi , takut kena azab",-1
16159,ada yang kangen aku bihua ,-1
9034,"di bandung rumah makan yamien ada banyak . akang salah satu yang enak dan bisa di jadikan langganan . isi nya lengkap : babat , usus , didieh / marus , bakso , dan pangsit . masakan lain seperti capcay , mi goreng , puyung hai , dan lain-lain juga enak .",1
22043,layankan aja ye mi esok kita kahwin ramai2 ye hahahah aduh mi ni,1
403,"untuk ukuran lokasi , tempat cukup menyelamatkan saat anda berwisata ke lembang . banyak space tempat duduk , jadi jangan khawatir musim liburan , akan ada tempat duduk untuk anda . dari kebersihan memang kurang , hanya saja menu bakar-bakar nya top . bumbu nya terasa sekali . nila bakar nya enak . teh di warung makan ini enak . bukan sembarang teh di warung-warung .",1
12187,"yeaay , terima kasih id buat fish amp ; co . nya ! baru saja dapat di galaxygiftid",1
4736,perjalanan malam ini sungguh melelahkan di daerah perumahan silandak,-1
5626,"mari kita gulingkan dprd sekarang , kerja mereka tidak becus semuanya .",-1
8696,"karena favorit sate ayam dan kambing , ke mana saja pasti kita cari tempat nya . ukuran sate nya di sini cukup besar dan lumayan enak dan diberi acar . yang kalau di surabaya hanya irisan bawang merah saja . rasa bumbu kacang nya lumayan enak .",1
21690,sabar sis abaikan je i love you sis walaupun tak kenal but you make me untuk bersyukur dan terima dengan apa yan ,1
15547,menitik air mata aku terbayang betapa terseksa kucing betina bunting tu mati melecur dalam mesin dryer kedai dobi taman ,-1
4682,"pusat isu bohong nasional harus dilumpuhkan , agar pabrikasi kebohongan tak lagi mendominasi ruang publik .",-1
8882,"1 st tim coba ke sini , kata nya tempat nya bagus . pas menuju ke lawang wangi jalanan nya super duper jelek jadi harus hati-hati sekali jalan nya . sampai di lawang wangi tempat nya art kafe begitu yaah okelah untuk melihat pemandangan kota dari atas . makanan nya biasa saja , dan harga lumayan agak dikit mahallah ya . tetapi kalau mau datang mending sore atau malam biar keren .",1
13256,nin nun dengerin curhatan emak kamu sibuk dgn pacarmu terus yaa wkwk,-1
19209,netizen ini ya beda pilihan presiden ribut beda klub bola ribut beda cara nuangin kecap ribut juga hadeeeeeh ,-1
3633,tidak panik,1
1292,"jokowi satu-satunya presiden yang paling berpikir buat rakyat , terharu , salut , dan bangga sama pak jokowi .",1
1173,sebagai konsumen indofood saya merasa dirugikan !,-1
7414,"saya bayar tagihan listrik dengan pilih transfer bca dan saya sudah trofi lewat bank lain ke rek bca , tapi id pln yang sama karena lama belum terverifikasi bagaimana sih ?!",-1
11421,"siapkan payung jika ke sini siang hari . suasana nya serasa di desa . makan siang di saung sambil melihat pemandangan pepohonan . untuk danau tidak sebesar di restoran lain yang saya ku njungi , tapi tetap ada perahu kecil yang bisa dipakai . untuk makanan , rasa menurut saya standar . namun suasana nya sangat bagus . jika ingin makan sambil menikmati suasana pedesaan , restoran ini saya rekomendasikan .",1
50,"terakhir ke tempat ini beberapa tahun yang lalu ketika masih berupa kafe , sekaramg sudah jadi penginapan dan boutique hotel . untuk yang travel bareng anak-anak pasti suka menginap di sini . ada playground yang seru , swimming pool , high rope , flying fox kalau menginap dapat tiket gratis dan petik stroberi perlu pesan - karena suka ramai . menginap di sini banyak pilihan kamar . enak .",1
15025,yang aku sayang tidak menyayangiku yang aku jaga tidak menjagaku thank you allah atas petunjuk darimu,-1
4771,"bakmi ini letak nya di jalan . kejaksaan , sudah terkenal deh kalau mau bakmi rica pasti ke sini . mi rica nya benar-benar pedas . porsi nya juga lumayan deh mengenyangkan .",1
2696,semoga jadi pelajaran bagi rakyat indonesia untuk tidak salah memilih presiden di 2019 . menyesal banget pilih jokowi !,-1
5034,"berbagai macam menu makanan ringan ditawarkan dengan harga yang bersahabat . kami akhirnya memesan banyak macam , dari mi rebus , roti bakar , pisang bakar , goreng2an dan kopi-kopian . berdua dengan bgtu banyak yang kami pesan hanya habis 75 ribu . puasa",1
10548,"dia ini siapa sih ? kok isi nya dia , bukan nya ini narapidana",-1
20336,wkwkwkw gue tuh sering ngetawain ini karna gue pernah ngalamin lagi buru2 mau transfer malah kepence ,1
15234,yang paling aku benci adalah orang yang ingin mengambil hak kebebasanku kaito kid,-1
9557,lapang bintang di luar subang yang sangat kotor dan banyak sampah di pagi hari,-1
10347,"berada di lokasi keramaian sekelas bip , restoran ayam goreng ini sangat laris . kadang kala anda akan kesulitan mencari tempat duduk saking banyak yang beli . lokasi tempat duduk ada yang indoor maupun di luar . nyaman kok .",1
9164,"saya sangat terkesan dengan masakan yang ada di restoran raja sunda bandung . rasanya sangat khas sunda dan mantap . sambel nya enak , sayur asem nya juga enak . saya cukup merekomendasikan paket nasi timbel spesial",1
8928,tidak malas,1
5519,"di warung steak ini makanan nya murah murah berkisar 10 sampai 20 ribuan , kalau ke sini saya suka beli yang chicken double . ya kualitas makanan nya juga sebandinglah sama harga nya . buat anak kuliahan kalau lagi tidak ada uang tempat ini sih cocok",1
3896,"enak buat makan di daerah sadewa , kalau sambil beli alpukat negre saya biasanya beli mie di sini . enak",1
2790,frisian flag rasa kacang ijo kok tidak enak begini sih rasanya,-1
14590,banyak yang aku ga ngerti twitnya ,-1
7280,fadli zon anak yang lahir keluar dari lubang puki anjing . kau sangka nkri ini dijual dari lubang puki mamak kau dan lubang puki isteri kau . serta lubang puki anak kau yang sambil kuliah menjadi pelacur itu . dijual menjadi betina pelacur untuk membeli nkri ini . perlu rakyat ingat .,-1
21900,nuonline bencana alam harus jadi bahan introspeksiudah saatnya kita introspeksi diri dan berdoa kepada allah ,1
23804,canda guys semangat vaksin covid lolos uji klinisi tahap akhir diproduksi dikonsumsi masyarakat luas,1
17027,motivasi hari ini terlalu byk penderitaan membuat resistensi akan dampak2 negatif bisa aku akomodir menjadi sebuah kenikmat yampokpok,-1
5807,"satu porsi isi 3 batagor . kalau rasa memang selera tetapi menurut saya rasa batagor nya jadi jadi bahasa alay biasa-biasa , lalu kami juga coba tahu yang dioleskan aci digoreng biasa juga . es cendol nya tidak spesial . maaf ya rasa kurang oke apalagi kalau suruh bayar sendiri __laugh__",1
2061,ada tidak film genre crime yang pending nya yang jahat yang menang ? bosan melihat ending yang mudah ditebak bikin kesal,-1
14277,astagfirullah maaf ini aku ketawa ,-1
7063,"saya makan pagi di restoran lantai 18 ini dan kebetulan saya mendapatkan tempat duduk di luar atau balkon . bantalan tempat duduk nya terlihat banyak noda kotoran . angin sangat kencang bertiup sehingga makan pagi tidak nyaman . saya sarankan apabila anda makan di restoran ini , pilih tempat duduk di dalam untuk kenyamanan .",-1
5874,"resto ini sudah ada sejak saya kecil , sebelum resto-resto lain menjamur khusus nya di bandung dan terutama di sekitar bengawan solo itu sendiri . tak heran jika tanda - nya : kelezatan yang digemari sejak 1964 . suasana nya hampir tidak berubah dengan deretan kursi , meja dan tidak seperti di kafe . suasana nya pun tidak terlalu ramai dan tidak hiruk pikuk sehingga bisa makan dengan santai .",1
